lon,lat,count
12681250,2586750,1
12633250,2608750,27
12617250,2617250,25
12609250,2645250,14
12609250,2634750,48
12593250,2607750,1
12695250,2614250,1
12631250,2646750,5
12615250,2639750,4
12615250,2637750,121
12609750,2646250,7
12612250,2655750,42
12612250,2654750,7
12604250,2662750,9
12588250,2641250,1
12616750,2636250,57
12600750,2654750,1
12590250,2665250,9
12624750,2637250,1
12608750,2632250,119
12592750,2641750,1
12611250,2639250,2
12595250,2682250,1
12619250,2603750,2
12667750,2621250,2
12627750,2627750,34
12627750,2638250,45
12627750,2629750,85
12595750,2618250,7
12595750,2620750,9
12579750,2626750,1
12667750,2594250,2
12619750,2659250,1
12603750,2633250,5
12622250,2631750,352
12590250,2623250,2
12616250,2617250,152
12696250,2574750,1
12656250,2625750,1
12624250,2631750,25
12616250,2612250,8
12618750,2638250,1
12602750,2609750,3
12602750,2667250,3
12590250,2633750,4
12624750,2661750,36
12619250,2614750,22
12603250,2665750,13
12603250,2629750,30
12605750,2628750,8
12597750,2670250,1
12632250,2704250,1
12628750,2669250,6
12618250,2559250,3
12602250,2614750,1
12594250,2673750,1
12692750,2623750,1
12634250,2592750,2
12612750,2649750,11
12580750,2677750,1
12620750,2617750,20
12620750,2616750,29
12588750,2616750,2
12671250,2576250,2
12639250,2631250,3
12613250,2620250,110
12597250,2672250,3
12607750,2615750,1
12591750,2628750,1
12615750,2623750,36
12583750,2705750,1
12695750,2588750,1
12663750,2627750,1
12620250,2611250,28
12588250,2677250,3
12588250,2567750,2
12646750,2687250,2
12630750,2639250,1
12665250,2590250,3
12617250,2577750,1
12617250,2627250,69
12636250,2595750,7
12609250,2630750,172
12609250,2627250,122
12663250,2587250,1
12615250,2569750,1
12615250,2617250,194
12665750,2655250,2
12601750,2638750,16
12601750,2627250,31
12641750,2640250,1
12644250,2621250,1
12612250,2640250,24
12636250,2642250,1
12636250,2612750,2
12683250,2607750,2
12672750,2573250,1
12624750,2591750,4
12608750,2594250,1
12643250,2652750,4
12680750,2560250,3
12669750,2584250,2
12637750,2635750,3
12621750,2623750,2
12693750,2616750,1
12645750,2637250,8
12584250,2702250,1
12619750,2639750,15
12587750,2642250,1
12606250,2665250,3
12590250,2564750,3
12694250,2611750,1
12598250,2623750,29
12616750,2673250,1
12696750,2571250,4
12653750,2608750,1
12621750,2687750,1
12613750,2619750,66
12664250,2613250,2
12624250,2618250,3
12624250,2634750,18
12642750,2628250,1
12626750,2558750,3
12622250,2565750,1
12622250,2640250,10
12606250,2563750,1
12614250,2625750,42
12632750,2684750,1
12616750,2656750,1
12600750,2628750,13
12656750,2649250,2
12627250,2628250,2
12611250,2640750,50
12595250,2581750,1
12635250,2633750,5
12619250,2592750,2
12619250,2648250,5
12619250,2608250,53
12647750,2654750,2
12666250,2635750,1
12634250,2610250,39
12690250,2579250,2
12610250,2644750,50
12610250,2620750,8
12610250,2627750,169
12668750,2618250,2
12655250,2636250,1
12623250,2660250,3
12613250,2647250,29
12597250,2562250,2
12581250,2698750,1
12621250,2621250,3
12621250,2612250,26
12696250,2569750,1
12607750,2638750,19
12615750,2618750,326
12599750,2568750,1
12612750,2644750,4
12660750,2702750,1
12626250,2633250,3
12690250,2610250,2
12612750,2646750,17
12602250,2572250,1
12618250,2598250,2
12618250,2601750,1
12695750,2558250,6
12628250,2625250,3
12644250,2629250,7
12660250,2595250,1
12609750,2598250,2
12641750,2632750,3
12657750,2685250,1
12607750,2596250,1
12585750,2622750,6
12617750,2635250,71
12615250,2640250,21
12604750,2664250,15
12636750,2613250,2
12612750,2626750,58
12690250,2566750,5
12607750,2637750,61
12607750,2570750,4
12695750,2560750,2
12650250,2631750,1
12618250,2634250,115
12618250,2606250,5
12607750,2675250,1
12578250,2586750,1
12676750,2563250,2
12644750,2632250,2
12612750,2623750,58
12612750,2632250,158
12588750,2605750,7
12623750,2633250,2
12639750,2720750,7
12655750,2667750,1
12589250,2608250,2
12589250,2568250,4
12621250,2561750,2
12612250,2591250,5
12613250,2661750,2
12653250,2651250,1
12687750,2683750,1
12592250,2656250,2
12616250,2583750,2
12616250,2623750,1
12613750,2647750,12
12589750,2699250,1
12637750,2578750,2
12653750,2650250,1
12611250,2638750,1
12643250,2637750,5
12608250,2576250,1
12610750,2628250,134
12578750,2584750,2
12592750,2656750,3
12610750,2645250,28
12626750,2635750,10
12658750,2597250,1
12598750,2619250,11
12625250,2608250,25
12649250,2635750,1
12649250,2602250,3
12681250,2634750,1
12582750,2618750,1
12694750,2572250,1
12694750,2610250,4
12672750,2614750,2
12688750,2570750,2
12616750,2634250,116
12632750,2595750,1
12598250,2623250,4
12614250,2612750,30
12694250,2560250,4
12590250,2617250,4
12603750,2621750,3
12619750,2638750,75
12619750,2613250,1
12683750,2561250,4
12629750,2628750,42
12613750,2657250,9
12597750,2634750,3
12600250,2671750,3
12624250,2628750,1
12608250,2616750,1
12602750,2636750,49
12602750,2649250,3
12602750,2571750,3
12619250,2634750,12
12696750,2569750,2
12627250,2640750,2
12611250,2625750,120
12611250,2643750,175
12635250,2561250,1
12602750,2664750,7
12603250,2606250,1
12669750,2618750,2
12621750,2620750,33
12603250,2640250,10
12603250,2661250,12
12635250,2613750,2
12608750,2664250,7
12608750,2651250,9
12608750,2643250,5
12696750,2615250,1
12696750,2575750,2
12600750,2629750,34
12624250,2654750,2
12602750,2623250,2
12618750,2580250,1
12610750,2584250,1
12610750,2606250,6
12626750,2608250,5
12642750,2588250,2
12600250,2603750,1
12616250,2632750,71
12597750,2663250,2
12645750,2629750,14
12607250,2668250,5
12676750,2599750,1
12612750,2647250,5
12620750,2612250,2
12604750,2665250,5
12588750,2668250,1
12588750,2699750,4
12610250,2631750,122
12695250,2605750,1
12665750,2586750,1
12617750,2674750,2
12585750,2578250,1
12679750,2612750,1
12615750,2637250,201
12666250,2591250,1
12618250,2620250,24
12586250,2664250,1
12611750,2641750,35
12694750,2568750,3
12662750,2630750,1
12598750,2623750,6
12665250,2640250,1
12585250,2700750,4
12641250,2632250,8
12691750,2612750,3
12635750,2613250,2
12670250,2580250,3
12654250,2631250,1
12638250,2678750,1
12590250,2567250,3
12630250,2647250,1
12604250,2628250,13
12609750,2610250,2
12628250,2661750,5
12612250,2639750,2
12636250,2594250,1
12616750,2628750,12
12654750,2609250,1
12622750,2607750,13
12590750,2608750,1
12674250,2614750,1
12626250,2590750,3
12610250,2637250,41
12610250,2588250,5
12668750,2616250,1
12604750,2672250,7
12591250,2611250,3
12647250,2683750,2
12605250,2665250,2
12629250,2639250,5
12613250,2663250,1
12613250,2625750,8
12613250,2654750,1
12685250,2590750,1
12601750,2578750,1
12599750,2666750,8
12666250,2650750,1
12625250,2592750,7
12649250,2630750,1
12625250,2652750,1
12625250,2602750,5
12609250,2588750,1
12609250,2667250,1
12675750,2569750,1
12611750,2645750,1
12595750,2626250,7
12595750,2633750,1
12603750,2628250,22
12585750,2625250,1
12641750,2631250,2
12604250,2634750,3
12613250,2587750,3
12654750,2631250,8
12606750,2631750,118
12694750,2563250,1
12630750,2631250,1
12614750,2613750,45
12582750,2578250,1
12609250,2571250,1
12609250,2665250,2
12641250,2629750,8
12673250,2617250,1
12601250,2595750,1
12614750,2633750,174
12646750,2642250,2
12606750,2675250,1
12638750,2645750,1
12628250,2613750,2
12598250,2663750,4
12614250,2644750,4
12630250,2599750,1
12606250,2628250,5
12622250,2593250,1
12638250,2692750,1
12670250,2622750,1
12587750,2620250,4
12579750,2609750,1
12611750,2632250,136
12611750,2601750,1
12643750,2626750,1
12691750,2612250,2
12663750,2615250,3
12580750,2637750,2
12610250,2627250,136
12642250,2628250,21
12679750,2582250,2
12615750,2636750,241
12607750,2587750,1
12581250,2626750,1
12597250,2621250,27
12613250,2621750,26
12644250,2633250,1
12593750,2628750,11
12609750,2642250,64
12601750,2631750,2
12687250,2617250,1
12604750,2629250,1
12594750,2683250,2
12656250,2636250,1
12648250,2681750,1
12613750,2628750,3
12661750,2702750,1
12637750,2687250,1
12667250,2580750,1
12594250,2598750,1
12607750,2620250,22
12591750,2609750,7
12663750,2620250,1
12626250,2603250,1
12610250,2652250,2
12610250,2613750,1
12611250,2647750,6
12660750,2612750,3
12644750,2682250,8
12644750,2628750,16
12586750,2674750,7
12586750,2676750,11
12586750,2653250,1
12602750,2645750,2
12604250,2665250,1
12633250,2612750,1
12590750,2702750,1
12612250,2595750,1
12628250,2619750,11
12593750,2595250,1
12641750,2580750,1
12672750,2577250,1
12672750,2588250,6
12584750,2681250,2
12584750,2559750,1
12600750,2619750,7
12671750,2652750,3
12595750,2644750,2
12616750,2608750,6
12595750,2648250,1
12619750,2607750,37
12614250,2649250,1
12624750,2630250,192
12608750,2627250,118
12592750,2623250,2
12675250,2658750,1
12611250,2623250,6
12611250,2642750,6
12667250,2618750,1
12622750,2629250,27
12622750,2609750,27
12646750,2629250,4
12614750,2643250,6
12598750,2640250,3
12617250,2671750,1
12601250,2623750,1
12619250,2651750,50
12697250,2572250,1
12625250,2691750,1
12659750,2621750,1
12627750,2636750,1
12611750,2646250,24
12629250,2578250,1
12624250,2662250,2
12626750,2624750,6
12618750,2672250,2
12602750,2660750,1
12602750,2632250,16
12597250,2580250,4
12621250,2610250,32
12621250,2611250,6
12605250,2565250,2
12605250,2667750,24
12589250,2601750,1
12587250,2616250,2
12653750,2616750,1
12605750,2636750,6
12677750,2594250,1
12613750,2650750,530
12600250,2570250,1
12584250,2673250,1
12622750,2611750,2
12694750,2574250,4
12598750,2661250,6
12654750,2608750,3
12689250,2563250,2
12609250,2605750,1
12691750,2576750,3
12675750,2652750,1
12627750,2560750,1
12611750,2625750,70
12667750,2636750,3
12697750,2610750,1
12681750,2610750,1
12689750,2616250,1
12673750,2612750,1
12657750,2682250,2
12657750,2635750,3
12625750,2633750,25
12625750,2638750,46
12619750,2609750,61
12660250,2635750,1
12612250,2631750,63
12596250,2637250,3
12620250,2606250,16
12686750,2579750,1
12688750,2617750,1
12608750,2633250,15
12608750,2634750,83
12675250,2649750,1
12675250,2605750,1
12667250,2649250,2
12651250,2634750,5
12635250,2608250,1
12605750,2666250,2
12605750,2626250,29
12605750,2578250,3
12603750,2662750,28
12587750,2693750,4
12599250,2658250,1
12616750,2613750,2
12600750,2656250,1
12680750,2563250,3
12615750,2652250,7
12615750,2631750,3086
12591750,2576250,1
12607750,2622250,4
12623750,2589250,2
12639750,2674750,5
12639750,2591250,13
12663750,2619750,2
12621250,2662250,1
12597250,2630750,1
12613250,2583250,3
12645250,2640750,1
12613250,2662250,1
12684750,2594750,1
12665750,2581250,1
12607250,2623750,47
12604750,2641750,65
12636750,2570750,1
12597250,2645250,1
12628750,2632750,1
12594250,2612250,1
12674250,2651750,1
12586250,2567250,1
12663750,2587250,2
12588750,2567250,1
12612750,2595250,1
12668750,2583750,2
12652750,2635750,2
12620750,2606750,15
12604750,2662250,39
12610250,2569750,1
12588750,2570750,1
12583250,2557750,2
12663250,2645250,1
12615250,2610750,33
12647750,2630250,17
12581250,2701250,1
12581250,2611750,2
12607750,2634250,38
12591750,2621750,1
12615750,2668750,1
12604250,2574750,1
12631750,2610250,2
12602250,2673250,1
12607250,2661750,33
12607250,2638250,19
12623250,2616250,3
12620750,2670750,15
12612750,2590750,1
12692750,2603750,1
12618250,2629250,48
12650250,2636250,3
12631750,2595750,1
12631750,2666250,2
12631750,2607750,4
12590750,2622750,2
12604250,2623750,29
12580250,2631750,13
12596250,2622250,2
12583750,2559250,2
12609750,2651250,4
12625750,2621750,39
12689750,2619750,2
12617750,2617250,7
12617750,2623750,5
12615250,2628250,92
12599750,2627750,12
12605250,2656250,3
12671750,2649250,17
12615750,2632250,546
12599750,2631250,1
12583750,2623750,2
12631750,2597250,1
12634250,2583750,5
12586250,2676750,1
12599750,2562250,1
12591750,2618750,1
12639750,2630750,1
12639750,2633750,2
12605250,2644750,13
12669250,2576250,1
12677250,2615750,1
12597250,2673750,1
12624250,2564250,1
12624250,2660750,1
12632250,2600250,1
12645750,2618750,7
12610750,2669250,13
12605750,2649250,21
12640250,2591250,8
12624250,2626750,44
12608250,2643250,15
12690750,2577250,1
12674750,2664750,1
12610750,2657750,2
12610750,2669750,6
12618750,2627250,8
12586750,2673250,1
12586750,2621750,1
12618750,2590250,4
12594750,2613750,2
12610750,2647750,3
12641250,2587250,1
12657250,2593750,1
12675750,2617250,2
12585250,2701750,4
12585250,2702250,3
12630750,2627750,92
12630750,2709250,1
12646750,2683250,1
12662750,2612750,1
12646250,2632750,43
12675250,2649250,1
12592750,2618750,15
12608750,2644250,1
12608750,2663250,3
12598250,2659750,5
12578250,2673750,2
12638250,2591750,5
12627750,2630750,27
12675750,2630250,5
12613250,2659250,1
12626750,2699250,1
12610750,2629250,101
12610750,2645750,4
12682750,2606250,1
12618750,2614250,30
12602750,2637250,56
12602750,2655750,1
12597250,2619250,8
12605250,2600250,2
12687750,2630250,1
12687750,2560750,8
12655750,2586250,1
12607750,2630250,115
12599750,2658250,1
12659250,2638750,1
12595250,2611750,2
12603250,2639750,2
12587250,2699750,13
12680250,2613750,2
12672250,2601250,1
12608250,2631750,126
12639250,2580750,2
12591250,2665250,1
12679250,2629750,1
12679250,2613750,1
12665750,2590250,4
12609750,2638250,154
12593750,2615250,6
12644250,2628750,17
12636250,2605250,1
12620250,2608250,41
12634250,2584750,1
12618250,2594750,1
12602250,2638750,3
12610250,2643750,18
12610250,2669750,1
12578250,2626250,3
12660750,2613750,1
12644750,2664250,2
12604750,2646250,1
12641750,2581750,1
12593750,2630750,1
12593750,2613750,4
12577750,2588750,1
12676250,2615250,5
12644250,2573750,1
12588250,2636250,1
12670750,2569250,1
12670750,2586750,1
12622750,2623250,43
12606750,2623250,28
12644750,2634250,42
12644750,2576250,1
12628750,2606750,1
12612750,2682250,1
12612750,2619250,88
12596750,2578250,1
12596750,2613750,6
12620750,2613250,3
12604750,2571250,4
12588750,2618750,1
12679250,2562750,4
12631250,2615250,1
12631250,2677750,1
12599250,2663250,2
12617750,2631750,1350
12617750,2637750,12
12601750,2629250,24
12606250,2642750,7
12646250,2638750,13
12630250,2640750,1
12614250,2651250,9
12582250,2702250,5
12616750,2650750,3
12696750,2612750,1
12688750,2606250,1
12608750,2631750,98
12608750,2598250,3
12678750,2616750,1
12614750,2648250,1
12633250,2705750,1
12585250,2619250,4
12641250,2631750,3
12625250,2661250,8
12577250,2682250,1
12577250,2587750,1
12635750,2592750,16
12619750,2566250,1
12603750,2625250,90
12696250,2557750,4
12688250,2561750,2
12640250,2629250,10
12674750,2629250,4
12674750,2630750,1
12626750,2666750,1
12684250,2558750,1
12588250,2571250,1
12606750,2670750,1
12579250,2590750,1
12667250,2591750,3
12667250,2594750,1
12635250,2625750,2
12605750,2656250,9
12589750,2608750,4
12629750,2623250,2
12629750,2557750,2
12613750,2659750,1
12613750,2635250,1
12597750,2590750,2
12597750,2635250,3
12581750,2612250,2
12600250,2629250,9
12599750,2630250,4
12695750,2581250,1
12634250,2673750,1
12658250,2636750,2
12658250,2589750,1
12626250,2621750,8
12610250,2662250,2
12580750,2612750,2
12580750,2577750,1
12677250,2565250,5
12614750,2613250,33
12629250,2637250,1
12613250,2630250,96
12581250,2636750,1
12653250,2577250,3
12637250,2595250,10
12605250,2644250,13
12605250,2590250,2
12673750,2651250,1
12641750,2630250,4
12609750,2631750,102
12644250,2678250,1
12668250,2649750,2
12652250,2617750,1
12620250,2650250,13
12646750,2648750,1
12676750,2618250,1
12644750,2631250,8
12612750,2604250,3
12596750,2602250,2
12585250,2617250,1
12655250,2643750,1
12695250,2582750,3
12679250,2576250,4
12585750,2629250,2
12600750,2630250,22
12638250,2646750,1
12614250,2654250,3
12582250,2705250,4
12608750,2579750,2
12576750,2586250,2
12625250,2634250,1
12655250,2649750,4
12611750,2643750,91
12611750,2611750,7
12611750,2634750,1
12651750,2648750,1
12619750,2609250,29
12617250,2610750,5
12601250,2570750,1
12689250,2617750,2
12609250,2626250,59
12627750,2613250,2
12595750,2612250,1
12603750,2653250,1
12629750,2620750,13
12613750,2617750,6
12597750,2622750,9
12581750,2704250,2
12648250,2631750,9
12640250,2654750,2
12608250,2624750,1
12592250,2568750,3
12642750,2585750,11
12594750,2617250,7
12634750,2586250,1
12602750,2605750,4
12589750,2686750,1
12605750,2637250,15
12637750,2591750,37
12669750,2651750,7
12579250,2703250,2
12627250,2610750,7
12592750,2628250,1
12680750,2604750,1
12638250,2624750,2
12606250,2661750,1
12602750,2608250,6
12682750,2602250,4
12658750,2647750,1
12592250,2644250,1
12672250,2624750,1
12680250,2615250,1
12661750,2638750,1
12677750,2632750,1
12670750,2627750,4
12606750,2569250,1
12606750,2638250,2
12590750,2601750,1
12614750,2612750,31
12681250,2557750,3
12585250,2636250,1
12593250,2631250,1
12683750,2559250,3
12667750,2614750,2
12623250,2583750,1
12623250,2622250,5
12623250,2691250,1
12679250,2581750,1
12631250,2637250,3
12631250,2630250,2
12593750,2628250,2
12596250,2613250,6
12580250,2628750,1
12604250,2607250,9
12611250,2671750,2
12624750,2558750,1
12608750,2580750,1
12608750,2622750,7
12659250,2633250,1
12683250,2557750,4
12619250,2612250,14
12603250,2634250,96
12685750,2612750,1
12621750,2618250,19
12605750,2623250,166
12686250,2618750,2
12670250,2628250,3
12654250,2723250,1
12614250,2559250,1
12582250,2705750,4
12648750,2685250,5
12648750,2647250,1
12648750,2633750,23
12616750,2586250,2
12600750,2669250,10
12600750,2620250,3
12600750,2627250,5
12590250,2569250,1
12635750,2626750,3
12619750,2645250,59
12603750,2600250,2
12670250,2618750,1
12654250,2688250,1
12622250,2634250,1
12622250,2617750,6
12606250,2638750,25
12635750,2619750,1
12694250,2691250,1
12646250,2585250,2
12648750,2660250,1
12630750,2608750,4
12625250,2558250,1
12696750,2615750,1
12611750,2617750,10
12683750,2608250,1
12635750,2595750,3
12602750,2622250,6
12680250,2576750,2
12648250,2682250,1
12672250,2584750,1
12592250,2563750,2
12696250,2610750,1
12695250,2576250,3
12647250,2586750,19
12631250,2605750,1
12617750,2629750,123
12601750,2612250,1
12601750,2696750,1
12601750,2621750,4
12585750,2701250,1
12656750,2651250,1
12619250,2623250,19
12603250,2572750,1
12677750,2567750,5
12671250,2615250,3
12639250,2655250,1
12607250,2635250,1
12629250,2670250,5
12597250,2671750,3
12637250,2637750,1
12671750,2628750,2
12623750,2620750,9
12607750,2635250,66
12615750,2622750,114
12615750,2614250,67
12610750,2614750,5
12629750,2564750,1
12616250,2632250,58
12640250,2592750,7
12594750,2614250,4
12602750,2663750,12
12644750,2585250,22
12612750,2672750,1
12636750,2628750,2
12636750,2632750,3
12588750,2573250,1
12641750,2641750,1
12609750,2578250,3
12609750,2604250,1
12593750,2623750,5
12607250,2575750,1
12604250,2640750,1
12588250,2697250,1
12686750,2561750,3
12686750,2636250,1
12638750,2679250,1
12606750,2630750,264
12586250,2628250,1
12580750,2644250,1
12604750,2631250,49
12604750,2616250,1
12687250,2565750,1
12639250,2635250,101
12591250,2566750,4
12607250,2560250,1
12623250,2641250,8
12639250,2627750,3
12580750,2650750,1
12644750,2633250,3
12620250,2642250,1
12612250,2643250,7
12633750,2653250,1
12649750,2621750,1
12649750,2627250,1
12681750,2614250,1
12599250,2640750,1
12615250,2629750,83
12631250,2601250,3
12663250,2613750,1
12695250,2572250,1
12613250,2606750,2
12621250,2618250,17
12613250,2615750,2
12615750,2668250,5
12618250,2611750,49
12602250,2695250,1
12602250,2643250,1
12663750,2618750,1
12670750,2583250,1
12671750,2618750,2
12671750,2652250,6
12624250,2609250,7
12624250,2622750,6
12640250,2591750,12
12672250,2576250,2
12632250,2610750,18
12693750,2570750,3
12693750,2614750,1
12605750,2624250,115
12621750,2629250,18
12669750,2628750,2
12673750,2600250,1
12625750,2635250,88
12625750,2592250,3
12609750,2629250,61
12692250,2561750,2
12660250,2612750,4
12644250,2631250,51
12682750,2590250,1
12594750,2621750,3
12610750,2647250,7
12626750,2644250,4
12642750,2578750,1
12690750,2624750,1
12606250,2611750,1
12638250,2635750,14
12603750,2635250,65
12625250,2629250,85
12641250,2580250,2
12697250,2681250,1
12665250,2627250,1
12614750,2642750,1
12635250,2641750,1
12595250,2614750,4
12611250,2624750,62
12627250,2616250,2
12659250,2618250,1
12624750,2603750,2
12614250,2613250,24
12583250,2699250,1
12681750,2607250,1
12633750,2617750,1
12617750,2652250,11
12617750,2557750,1
12609750,2630250,133
12666250,2611250,1
12583750,2703250,2
12583750,2699750,2
12666250,2626250,1
12666250,2684250,1
12602250,2639250,11
12610250,2621750,8
12692750,2605750,5
12620750,2631750,125
12588750,2605250,1
12622250,2562250,1
12593250,2640750,1
12659750,2618250,1
12611750,2566250,1
12638250,2592750,1
12609250,2612250,2
12622250,2654750,8
12622250,2608750,71
12606250,2652250,2
12606250,2608250,2
12590250,2665750,3
12692250,2574250,4
12612250,2603250,2
12668250,2636250,2
12670750,2584750,1
12606750,2661750,4
12694750,2582250,1
12694750,2576250,1
12662750,2619750,2
12614750,2636250,18
12598750,2639250,3
12625250,2620250,2
12609250,2612750,13
12604250,2618750,2
12636250,2670250,2
12636250,2641250,6
12596250,2609750,4
12609750,2639750,15
12673750,2647250,6
12681750,2603250,2
12583250,2633750,2
12671250,2576750,5
12603750,2603750,1
12619750,2647750,1
12595750,2628250,1
12675750,2660750,1
12593250,2620750,12
12617250,2558750,3
12617250,2638750,118
12681250,2563250,2
12637250,2633750,1
12661250,2690750,1
12661250,2627250,1
12677250,2564750,6
12613250,2625250,4
12597250,2643750,3
12597250,2645750,1
12621250,2624750,43
12623750,2589750,1
12607750,2638250,12
12604750,2620250,2
12604750,2639250,10
12684750,2587250,2
12676750,2586250,1
12610250,2601750,1
12610250,2615750,10
12658250,2648250,1
12600750,2669750,3
12586250,2627750,3
12586250,2617750,1
12602250,2620250,2
12631750,2601250,3
12663750,2622750,1
12662750,2686250,6
12614750,2572750,1
12614750,2658750,2
12697250,2570250,1
12609250,2608250,4
12643750,2628750,65
12635750,2610250,2
12635750,2670250,3
12635750,2595250,9
12619750,2614750,15
12641750,2647250,2
12593750,2580750,1
12577750,2627250,1
12662250,2621250,1
12676250,2591250,3
12660250,2621250,2
12612250,2640750,14
12580250,2607750,1
12620250,2622750,10
12588250,2620750,2
12686750,2630250,6
12622750,2559250,1
12622750,2618750,41
12590750,2611250,1
12610750,2650250,1
12672250,2579250,2
12624250,2565250,1
12624250,2615750,12
12592250,2614750,21
12592250,2568250,3
12626750,2606250,1
12626750,2661750,2
12618750,2602250,1
12602750,2668750,2
12650750,2631750,1
12594750,2612250,4
12651250,2634250,7
12630250,2623250,2
12600750,2665250,2
12624750,2612750,2
12608750,2660250,12
12608750,2608750,4
12603250,2655750,3
12637750,2629250,32
12605750,2637750,44
12645750,2628250,8
12597750,2628750,10
12581750,2700250,1
12616250,2593750,2
12584250,2595750,1
12608250,2662250,4
12608250,2621750,1
12645750,2586750,2
12642750,2638250,4
12602750,2597250,5
12602750,2625250,69
12651250,2631750,2
12680750,2613750,2
12592750,2618250,7
12643250,2627750,4
12611250,2659250,1
12595250,2629250,1
12619250,2653250,9
12587250,2697250,1
12578250,2647250,1
12578250,2646250,1
12628750,2631750,3
12596750,2581750,2
12668750,2593750,2
12588750,2565750,2
12642250,2683750,1
12639250,2578250,1
12639250,2626750,13
12607250,2621250,23
12607250,2617750,15
12583250,2699750,1
12615250,2658750,2
12665750,2616750,1
12649750,2633750,4
12617750,2609750,5
12613250,2628750,2
12581250,2704250,5
12605250,2645250,1
12605250,2665750,7
12623750,2627750,32
12615750,2621250,10
12587750,2567250,2
12695750,2590750,1
12647750,2599750,1
12650250,2637750,1
12618250,2636750,661
12626750,2640750,11
12610750,2623750,47
12634750,2649750,1
12618750,2650250,8
12602750,2664250,8
12615250,2652250,1
12639250,2640750,1
12687250,2622750,1
12588750,2644750,5
12604750,2614250,2
12604750,2615250,1
12620750,2639250,218
12620750,2658250,2
12683250,2558250,5
12605750,2599750,6
12605750,2616750,1
12629750,2695250,1
12656250,2591250,2
12640250,2655250,57
12608250,2626750,63
12576250,2623250,1
12690750,2575250,2
12605250,2646250,11
12639750,2589250,13
12615750,2612250,13
12599750,2576750,1
12631750,2616250,1
12666250,2616250,1
12618250,2595750,7
12602250,2571250,3
12674250,2606250,1
12612750,2654750,13
12644750,2638750,1
12692750,2560750,5
12682250,2560750,1
12575750,2652250,2
12607750,2631750,247
12623750,2559250,1
12639750,2590750,35
12687750,2630750,2
12617750,2562250,1
12617750,2620750,16
12617750,2611250,41
12657750,2648250,6
12681750,2564250,3
12660250,2674250,1
12644250,2630750,24
12684250,2615750,2
12668250,2581250,1
12604250,2661750,15
12588250,2564250,1
12622750,2632250,66
12606750,2636750,151
12606750,2632250,57
12604750,2596250,3
12610250,2586250,7
12594250,2629750,5
12692750,2572750,3
12676750,2627250,3
12652750,2593750,1
12620750,2654250,3
12588750,2563250,1
12655250,2602750,1
12607250,2634750,25
12647250,2679250,1
12615250,2620750,245
12615250,2627750,76
12678250,2623750,1
12603750,2632250,2
12654250,2604750,1
12622250,2636250,80
12603750,2601750,2
12696750,2572750,2
12624750,2622250,15
12675250,2617750,2
12614750,2618250,85
12614750,2623250,22
12598750,2670250,1
12649250,2606750,1
12585250,2698750,1
12674250,2586750,2
12691750,2687250,1
12611750,2631750,73
12579750,2630750,2
12619750,2559250,3
12619750,2632750,204
12602750,2672750,1
12618750,2596750,1
12602750,2629750,85
12621250,2633250,1
12637250,2610750,4
12618750,2614750,51
12634750,2656750,1
12610750,2576250,3
12610750,2642250,1
12658750,2607750,2
12648250,2648750,1
12693750,2573750,1
12645750,2632750,4
12597750,2660250,1
12632250,2598250,1
12616250,2620750,7
12616250,2566250,1
12600250,2576250,1
12696250,2558750,6
12696250,2568750,5
12648250,2628750,3
12672250,2583750,2
12624250,2622250,6
12608250,2638250,21
12610750,2668250,2
12594750,2619250,25
12691250,2560750,2
12640750,2675250,3
12696750,2592750,1
12630250,2659750,1
12646250,2639750,4
12694250,2573750,8
12627250,2629750,39
12606250,2657250,2
12672250,2639750,2
12648250,2614750,1
12632250,2616250,1
12597750,2565750,1
12613750,2665750,1
12613750,2615250,4
12661750,2606250,1
12637750,2634250,2
12685750,2560750,1
12611250,2606750,3
12599250,2626750,3
12617750,2612250,6
12625750,2562750,1
12599250,2655750,1
12612250,2630250,142
12580250,2705250,4
12620250,2668750,1
12620250,2649750,1
12642250,2624750,4
12610250,2640250,50
12676750,2605250,1
12612750,2648750,23
12612750,2587250,3
12596750,2559250,1
12652750,2603750,1
12620750,2650250,8
12604750,2641250,43
12604750,2664750,7
12655250,2594750,1
12639250,2562250,1
12591250,2609250,1
12646250,2680250,5
12582250,2633750,1
12600750,2576250,1
12584750,2674250,3
12696750,2563750,3
12691250,2574250,1
12627250,2603250,3
12611250,2648250,8
12667250,2647250,1
12605750,2646750,4
12659750,2628750,1
12630750,2602250,12
12598750,2577250,1
12601250,2621250,2
12601250,2626250,2
12585250,2695250,5
12609250,2652750,2
12659750,2615750,1
12594750,2615250,5
12627750,2638750,6
12611750,2622250,8
12619750,2610250,35
12622250,2565250,3
12606250,2644250,7
12606250,2622750,8
12609750,2619250,1
12601750,2624250,128
12617750,2643250,51
12639250,2719250,3
12636750,2669750,2
12652750,2633750,2
12612750,2611750,6
12612750,2605250,1
12644750,2634750,37
12644750,2620250,1
12676750,2631250,1
12598750,2590750,1
12614750,2617750,45
12614750,2631750,358
12594250,2617750,1
12652250,2646750,1
12596250,2658250,3
12644250,2639250,1
12621250,2621750,26
12613250,2641250,46
12645250,2633750,4
12629250,2654750,2
12669250,2650250,3
12605250,2614250,1
12605250,2664250,37
12589250,2562750,3
12687750,2559750,5
12671750,2624750,1
12626250,2607250,28
12658250,2622250,1
12674250,2605250,1
12602250,2661750,10
12666250,2619750,1
